
=== SHEET: HuggingFace ===
category,model_id,model_name,likes,downloads,private,pipeline_tag,library_name,created_at,tags,gated,disabled
    {%- endif %}
    {%- set messages = messages[1:] %}
{%- else %}
    {%- if tools is not none  %}
        {#- Since not system_message was provided by user, if tool is provided, system_message is now default tool system message #}
        {#- This system message is from llama website:https://www.llama.com/docs/model-cards-and-prompt-formats/llama4/  #}
        {%- set system_message = ""You are a helpful assistant and an expert in function composition. You can answer general questions using your internal knowledge OR invoke functions when necessary. Follow these strict guidelines:\n\n1. FUNCTION CALLS:\n- ONLY use functions that are EXPLICITLY listed in the function list below\n- If NO functions are listed (empty function list []), respond ONLY with internal knowledge or \""I don't have access to [Unavailable service] information\""\n- If a function is not in the list, respond ONLY with internal knowledge or \""I don't have access to [Unavailable service] information\""\n- If ALL required parameters are present AND the query EXACTLY matches a listed function's purpose: output ONLY the function call(s)\n- Use exact format: [\n  {\n    \""name\"": \""<tool_name_foo>\"",\n    \""parameters\"": {\n      \""<param1_name>\"": \""<param1_value>\"",\n      \""<param2_name>\"": \""<param2_value>\""\n    }\n  }\n]\nExamples:\nCORRECT: [\n  {\n    \""name\"": \""get_weather\"",\n    \""parameters\"": {\n      \""location\"": \""Vancouver\""\n    }\n  },\n  {\n    \""name\"": \""calculate_route\"",\n    \""parameters\"": {\n      \""start\"": \""Boston\"",\n      \""end\"": \""New York\""\n    }\n  }\n] <- Only if get_weather and calculate_route are in function list\n\nINCORRECT: [\n  {\n    \""name\"": \""population_projections\"",\n    \""parameters\"": {\n      \""country\"": \""United States\"",\n      \""years\"": 20\n    }\n  }\n]}] <- Bad json format\nINCORRECT: Let me check the weather: [\n  {\n    \""name\"": \""get_weather\"",\n    \""parameters\"": {\n      \""location\"": \""Vancouver\""\n    }\n  }]\nINCORRECT: [\n  {\n    \""name\"": \""get_events\"",\n    \""parameters\"": {\n      \""location\"": \""Singapore\""\n    }\n  }] <- If function not in list\n\n2. RESPONSE RULES:\n- For pure function requests matching a listed function: ONLY output the function call(s)\n- For knowledge questions: ONLY output text\n- For missing parameters: ONLY request the specific missing parameters\n- For unavailable services (not in function list): output ONLY with internal knowledge or \""I don't have access to [Unavailable service] information\"". Do NOT execute a function call.\n- If the query asks for information beyond what a listed function provides: output ONLY with internal knowledge about your limitations\n- NEVER combine text and function calls in the same response\n- NEVER suggest alternative functions when the requested service is unavailable\n- NEVER create or invent new functions not listed below\n\n3. STRICT BOUNDARIES:\n- ONLY use functions from the list below - no exceptions\n- NEVER use a function as an alternative to unavailable information\n- NEVER call functions not present in the function list\n- NEVER add explanatory text to function calls\n- NEVER respond with empty brackets\n- Use proper Python/JSON syntax for function calls\n- Check the function list carefully before responding\n\n4. TOOL RESPONSE HANDLING:\n- When receiving tool responses: provide concise, natural language responses\n- Don't repeat tool response verbatim\n- Don't add supplementary information\n\nHere is a list of functions in JSON format that you can invoke:\n"" %}
    {%- else %}
        {%- set system_message = """" %}
    {%- endif %}
{%- endif %}
{#- Now writing the system message: use the user provided system message if user_provided_system_message, else default tool system message if tools presented #}
{%- if system_message %}
    {#- always use user provided system message to override default tool system message #}
    {{- ""<|header_start|>system<|header_end|>\n\n"" }}
    {{- system_message }}
    {%- if user_provided_system_message and tools %}
        {{- ""\nHere is a list of functions in JSON format that you can invoke. Use exact format: [func_name1(param1=value1, param2=value2), func_name2(...)]\n"" }}
        {{- tool_definition -}}
        {%- elif tool_definition %}
        {{- tool_definition -}}
    {%- endif %}
    {{- ""<|eot|>"" }}
{%- endif %}

{#- Now deal with all other messages #}
{%- for message in messages %}
    {#- Base case: messages that are not from tool role and has empty tool_call list  #}
    {%- if not (message.role == 'ipython' or message.role == 'tool' or ('tool_calls' in message and  message.tool_calls|length != 0 )) %}
        {{- '<|header_start|>' + message['role'] + '<|header_end|>\n\n' }}
        {%- if message['content'] is string %}
            {{- message['content'] }}
        {%- else %}
            {%- for content in message['content'] %}
                {%- if content['type'] == 'image' %}
                    {{- '<|image|>' }}
                {%- elif content['type'] == 'text' %}
                    {{- content['text'] | trim }}
                {%- endif %}
            {%- endfor %}
        {%- endif %}
    {{- ""<|eot|>"" }}
    {#- Tool case: messages has non-empty tool_call list, must from assistant #}
    {%- elif 'tool_calls' in message %}
        {#- assume tool_calls are always coming from assistant #}
        {%- if message.role == 'assistant' %}
            {{- '<|header_start|>assistant<|header_end|>\n\n' -}}
        {%- if message['content'] is string %}
            {{- message['content'] }}
        {%- else %}
            {%- for content in message['content'] %}
                {%- if content['type'] == 'image' %}
                    {{- '<|image|>' }}
                {%- elif content['type'] == 'text' %}
                    {{- content['text'] }}
                {%- endif %}
            {%- endfor %}
        {%- endif %}
            {{- ""["" }}
        {%- for tool_call in message.tool_calls %}
            {%- if tool_call.function is defined %}
                {%- set tool_call = tool_call.function %}
            {%- endif %}
                {{-  tool_call.name + '(' -}}
            {%- for param, needed in tool_call.arguments %}
                {{- param + '=""' -}}
                {{- ""%s"" | format(tool_call.arguments[param]) -}}
                {{- '""' -}}
                {% if not loop.last %}, {% endif %}
            {%- endfor %}
            {{- ')' -}}
            {% if not loop.last %}, {% endif %}
        {%- endfor %}
        {{- ""]<|eot|>"" }}
{%- endif %}
{#- Tool_response case: messages are from tool_response  #}
    {%- elif message.role == ""tool"" or message.role == ""ipython"" %}
        {{- ""<|header_start|>ipython<|header_end|>\n\n"" }}
        {%- if message.content is string %}
            {{-  message.content  | tojson }}
        {%- else %}
            {%- for content in message['content']  %}
                {%- if content['type']  == 'text' %}
                    {{-  content['text'] | tojson }}
                {%- endif %}
            {%- endfor %}
        {%- endif %}
        {{- ""<|eot|>"" }}
    {%- endif %}
{%- endfor %}
{%- if add_generation_prompt %}
    {{- '<|header_start|>assistant<|header_end|>\n\n' }}
{%- endif %}",<|eot|>; <|eom|>,<|begin_of_text|>,<|eot|>,,0.27,0.85,,
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,model,1738182549,chat,No,DeepSeek R1 Distill Qwen 14B,DeepSeek,https://huggingface.co/api/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,131072,{% if not add_generation_prompt %}{% set add_generation_prompt = false %}{% endif %}{# Initialize variables since Nunjucks doesn't support namespace #}{% set is_first = false %}{% set is_tool = false %}{% set is_output_first = true %}{% set system_prompt = '' %}{# Get system prompt #}{% for message in messages %}{% if message.role == 'system' %}{% set system_prompt = message.content %}{% endif %}{% endfor %}{{bos_token}}{{system_prompt}}{% for message in messages %}{% if message.role == 'user' %}{% set is_tool = false %}<｜User｜>{{message.content}}{% endif %}{% if message.role == 'assistant' and not message.content %}{% set is_tool = false %}{% for tool in message.tool_calls %}{% if not is_first %}<｜Assistant｜><｜tool▁calls▁begin｜><｜tool▁call▁begin｜>{{tool.type}}<｜tool▁sep｜>{{tool.function.name}}```json{{tool.function.arguments}}```<｜tool▁call▁end｜>{% set is_first = true %}{% else %}<｜tool▁call▁begin｜>{{tool.type}}<｜tool▁sep｜>{{tool.function.name}}```json{{tool.function.arguments}}```<｜tool▁call▁end｜><｜tool▁calls▁end｜><｜end▁of▁sentence｜>{% endif %}{% endfor %}{% endif %}{% if message.role == 'assistant' and message.content %}{% if is_tool %}<｜tool▁outputs▁end｜>{{message.content}}<｜end▁of▁sentence｜>{% set is_tool = false %}{% else %}{% set content = message.content %}{% if '</think>' in content %}{% set parts = content | split('</think>') %}{% set content = parts[parts.length-1] %}{% endif %}<｜Assistant｜>{{content}}<｜end▁of▁sentence｜>{% endif %}{% endif %}{% if message.role == 'tool' %}{% set is_tool = true %}{% if is_output_first %}<｜tool▁outputs▁begin｜><｜tool▁output▁begin｜>{{message.content}}<｜tool▁output▁end｜>{% set is_output_first = false %}{% else %}<｜tool▁output▁begin｜>{{message.content}}<｜tool▁output▁end｜>{% endif %}{% endif %}{% endfor %}{% if is_tool %}<｜tool▁outputs▁end｜>{% endif %}{% if add_generation_prompt and not is_tool %}<｜Assistant｜>{% endif %},<｜end▁of▁sentence｜>,<｜begin▁of▁sentence｜>,<｜end▁of▁sentence｜>,,1.6,1.6,,
deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,model,1738187359,chat,No,DeepSeek R1 Distill Llama 70B Free,DeepSeek,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B,8192,{% if not add_generation_prompt is defined %}{% set add_generation_prompt = false %}{% endif %}{% set system_prompt='' %}{% set is_tool = false %}{%- for message in messages %}{%- if message['role'] == 'system' %}{% set system_prompt = message['content'] %}{%- endif %}{%- endfor %}{{bos_token}}{{system_prompt}}{%- for message in messages %}{%- if message['role'] == 'user' %}{%- set is_tool = false -%}{{'<｜User｜>' + message['content']}}{%- endif %}{%- if message['role'] == 'assistant' and message['content'] is none %}{%- set is_tool = false -%}{%- set is_output_first = true -%}{%- set is_first = false -%}{%- for tool in message['tool_calls']%}{%- if is_first %}{{'<｜Assistant｜><｜tool▁calls▁begin｜><｜tool▁call▁begin｜>' + tool['type'] + '<｜tool▁sep｜>' + tool['function']['name'] + '\n' + '```json' + '\n' + tool['function']['arguments'] + '\n' + '```' + '<｜tool▁call▁end｜>'}}{%- set is_first = true -%}{%- else %}{{'\n' + '<｜tool▁call▁begin｜>' + tool['type'] + '<｜tool▁sep｜>' + tool['function']['name'] + '\n' + '```json' + '\n' + tool['function']['arguments'] + '\n' + '```' + '<｜tool▁call▁end｜>'}}{{'<｜tool▁calls▁end｜><｜end▁of▁sentence｜>'}}{%- endif %}{%- endfor %}{%- endif %}{%- if message['role'] == 'assistant' and message['content'] is not none %}{%- if is_tool %}{{'<｜tool▁outputs▁end｜>' + message['content'] + '<｜end▁of▁sentence｜>'}}{%- set is_tool = false -%}{%- else %}{% set content = message['content'] %}{% if '</think>' in content %}{% set parts = content | split('</think>') %}{% set content = parts[parts.length-1] %}{% endif %}{{'<｜Assistant｜>' + content + '<｜end▁of▁sentence｜>'}}{%- endif %}{%- endif %}{%- if message['role'] == 'tool' %}{%- set is_tool = true -%}{%- if is_output_first %}{{'<｜tool▁outputs▁begin｜><｜tool▁output▁begin｜>' + message['content'] + '<｜tool▁output▁end｜>'}}{%- set is_output_first = false %}{%- else %}{{'\n<｜tool▁output▁begin｜>' + message['content'] + '<｜tool▁output▁end｜>'}}{%- endif %}{%- endif %}{%- endfor -%}{% if is_tool %}{{'<｜tool▁outputs▁end｜>'}}{% endif %}{% if add_generation_prompt and not is_tool %}{{'<｜Assistant｜>'}}{% endif %},<｜end▁of▁sentence｜>,<｜begin▁of▁sentence｜>,<｜end▁of▁sentence｜>,,,,,
scb10x/scb10x-typhoon-2-1-gemma3-12b,model,1749574497,chat,No,Typhoon 2.1 12B,,https://huggingface.co/api/models/togethercomputer/typhoon2.1-gemma3-12b,131072,"{#- Begin-of-sequence token to start the model prompt -#}
{{ bos_token }}
{#- Extracts the system message. Gemma does not support system messages so it will be prepended to first user message. -#}
{%- if messages[0]['role'] == 'system' -%}
    {%- if messages[0]['content'] is string -%}
        {%- set first_user_prefix = messages[0]['content'] -%}
    {%- else -%}
        {%- set first_user_prefix = messages[0]['content'][0]['text'] -%}
    {%- endif -%}
    {%- set loop_messages = messages[1:] -%}
{%- else -%}
    {%- set first_user_prefix = ""You are a helpful assistant named Typhoon created by SCB 10X to be helpful, harmless, and honest."" -%}
    {%- set loop_messages = messages -%}
{%- endif -%}
{%- if enable_thinking is defined and enable_thinking is true %}
    {%- set first_user_prefix = first_user_prefix + "" First, think through the reasoning internally, then present the reasoning within <think>...</think>. After thinking, clearly state a response that addresses the user's request and aligns with their preferences, not just providing a direct answer."" -%}
{%- endif %}
{%- set first_user_prefix = first_user_prefix + '\n\n' -%}
{#- Set tools to none if not defined for this ChatCompletion request (helps avoid errors later) -#}
{%- if not tools is defined %}
    {%- set tools = none %}
{%- endif %}

{#- If given only system message -#}
{%- if loop_messages|length == 0 -%}
    {{ '<start_of_turn>user\n' -}}
    {{ first_user_prefix }}
    {#- Append system message with tool information if using tools in message request. -#}
    {%- if tools is not none -%}
        {{- ""Tools (functions) are available. If you decide to invoke one or more of the tools, you must respond with a python list of the function calls.\n"" -}}
        {{- ""Example Format: [func_name1(params_name1=params_value1, params_name2=params_value2...), func_name2(params)] \n"" -}}
        {{- ""Do not use variables. DO NOT USE MARKDOWN SYNTAX. You SHOULD NOT include any other text in the response if you call a function. If none of the functions can be used, point it out. If you lack the parameters required by the function, also point it out.\n"" -}}
        {{- ""Here is a list of functions in JSON format that you can invoke.\n"" -}}
        {{- tools | tojson(indent=4) -}}
        {{- ""\n\n"" -}}
    {%- endif -%}
{%- endif %}

{#- Main loop over all messages in the conversation history -#}
{%- for message in loop_messages -%}
    {#- Normalize roles for model prompt formatting -#}
    {%- if (message['role'] == 'assistant') -%}
        {%- set role = ""model"" -%}
    {%- elif (message['role'] == 'tool') -%}
        {%- set role = ""user"" -%}
    {%- else -%}
        {%- set role = message['role'] -%}
    {%- endif -%}
    {#- Mark the start of a message block with the appropriate role -#}
    {{ '<start_of_turn>' + role + '\n' -}}

    {#- Insert system message content (if present) at the beginning of the first message. -#}
    {%- if loop.first -%}
        {{ first_user_prefix }}
        {#- Append system message with tool information if using tools in message request. -#}
        {%- if tools is not none -%}
            {{- ""Tools (functions) are available. If you decide to invoke one or more of the tools, you must respond with a python list of the function calls.\n"" -}}
            {{- ""Example Format: [func_name1(params_name1=params_value1, params_name2=params_value2...), func_name2(params)] \n"" -}}
            {{- ""Do not use variables. DO NOT USE MARKDOWN SYNTAX. You SHOULD NOT include any other text in the response if you call a function. If none of the functions can be used, point it out. If you lack the parameters required by the function, also point it out.\n"" -}}
            {{- ""Here is a list of functions in JSON format that you can invoke.\n"" -}}
            {{- tools | tojson(indent=4) -}}
            {{- ""\n\n"" -}}
        {%- endif -%}
    {%- endif -%}

    {#- Format model tool calls (turns where model indicates they want to call a tool) -#}
    {%- if 'tool_calls' in message -%}
        {#- Opening bracket for tool call list. -#}
        {{- '[' -}}
        {#- For each tool call -#}
        {%- for tool_call in message.tool_calls -%}
            {#- Function name & opening parenthesis. -#}
            {%- if tool_call.function is defined -%}
                {%- set tool_call = tool_call.function -%}
            {%- endif -%}
            {{- tool_call.name + '(' -}}

            {#-- Handle arguments as list (positional) or dict (named) --#}
            {#-- Named arguments (dict) --#}
            {%- if tool_call.arguments is iterable and tool_call.arguments is mapping -%}
                {%- set first = true -%}
                {%- for key, val in tool_call.arguments.items() -%}
                    {%- if not first %}, {% endif -%}
                    {{ key }}={{ val | tojson }}
                    {%- set first = false -%}
                {%- endfor -%}
            {#-- Positional arguments (list) --#}
            {%- elif tool_call.arguments is iterable -%}
                {{- tool_call.arguments | map('tojson') | join(', ') -}}
            {#-- Fallback: single positional value --#}
            {%- else -%}
                {{- tool_call.arguments | tojson -}}
            {#-- Closing parenthesis. --#}
            {%- endif -%}
                {{- ')' -}}
            {#-- If more than one tool call, place comma and move to formatting next tool call --#}
            {%- if not loop.last -%}, {% endif -%}
        {%- endfor -%}
        {#- Closing bracket for tool call list. -#}
        {{- ']' -}}
    {%- endif -%}
    
    {#- Tool response start tag (for messages from a tool) -#}
    {%- if (message['role'] == 'tool') -%}
        {{ '<tool_response>\n' -}}
    {%- endif -%}

    {#- Render the message content: handle plain string or multimodal content like image/text -#}
    {%- if message['content'] is string -%}
        {%- set content = message['content'] -%}
        {%- if '</think>' in content -%}
            {%- set content = content.split('</think>')[-1] -%}
        {%- endif -%}
        {{ content | trim }}
    {%- elif message['content'] is iterable -%}
        {%- for item in message['content'] -%}
            {%- if item['type'] == 'image' -%}
                {{ '<start_of_image>' }}
            {%- elif item['type'] == 'text' -%}
                {%- set content = item['text'] -%}
                {%- if '</think>' in content -%}
                    {%- set content = content.split('</think>')[-1] -%}
                {%- endif -%}
                {{ content | trim }}
            {%- endif -%}
        {%- endfor -%}
    {%- else -%}
        {{ raise_exception(""Invalid content type"") }}
    {%- endif -%}

    {#- Tool response end tag -#}
    {%- if (message['role'] == 'tool') -%}
        {{ '</tool_response>' -}}
    {%- endif -%}

    {#- Mark end of a single turn -#}
    {{ '<end_of_turn>\n' }}
{%- endfor -%}

{#- If generation is to be triggered, add model prompt prefix -#}
{%- if add_generation_prompt -%}
    {{'<start_of_turn>model\n'}}
    {%- if enable_thinking is defined and enable_thinking is true -%}
        {{- '<think>' -}}
    {%- endif %}
{%- endif -%}",<end_of_turn>,<bos>,<end_of_turn>,,0.2,0.2,,
meta-llama/Llama-Guard-4-12B,model,1746038486,moderation,No,Llama Guard 4 12B,Meta,https://huggingface.co/meta-llama/Llama-Guard-4-12B,1048576,"{%- if messages | length % 2 == 0 -%}
    {%- set role = 'Agent' -%}
{%- else -%}
    {%- set role = 'User' -%}
{%- endif -%}

{%- if categories is not defined -%}
    {%- set ns = namespace(contains_image=false) -%}

    {%- for message in messages -%}
        {%- for content in message['content'] | selectattr('type', 'equalto', 'image') -%}
            {%- set ns.contains_image = true -%}
        {%- endfor -%}
    {%- endfor -%}

    {%- if ns.contains_image -%}
        {%- set categories = {
            ""S1"": ""Violent Crimes."",
            ""S2"": ""Non-Violent Crimes."",
            ""S3"": ""Sex Crimes."",
            ""S4"": ""Child Exploitation."",
            ""S5"": ""Defamation."",
            ""S6"": ""Specialized Advice."",
            ""S7"": ""Privacy."",
            ""S8"": ""Intellectual Property."",
            ""S9"": ""Indiscriminate Weapons."",
            ""S10"": ""Hate."",
            ""S11"": ""Self-Harm."",
            ""S12"": ""Sexual Content."",
            ""S13"": ""Elections."",
        } -%}
    {%- else -%}
        {%- set categories = {
            ""S1"": ""Violent Crimes."",
            ""S2"": ""Non-Violent Crimes."",
            ""S3"": ""Sex Crimes."",
            ""S4"": ""Child Exploitation."",
            ""S5"": ""Defamation."",
            ""S6"": ""Specialized Advice."",
            ""S7"": ""Privacy."",
            ""S8"": ""Intellectual Property."",
            ""S9"": ""Indiscriminate Weapons."",
            ""S10"": ""Hate."",
            ""S11"": ""Self-Harm."",
            ""S12"": ""Sexual Content."",
            ""S13"": ""Elections."",
            ""S14"": ""Code Interpreter Abuse."",
        } -%}
    {%- endif -%}
{%- endif -%}

{{ ""<|begin_of_text|><|header_start|>user<|header_end|>\n"" }}
{{ ""Task: Check if there is unsafe content in '"" + role + ""' messages in conversations according to our safety policy with the below categories.\n"" }}
{{ ""<BEGIN UNSAFE CONTENT CATEGORIES>\n"" }}

{%- for key in categories -%}
    {%- if key not in excluded_category_keys -%}
        {{ key + "": "" + categories[key] + ""\n"" }}
    {%- endif -%}
{%- endfor -%}

{{ ""<END UNSAFE CONTENT CATEGORIES>\n"" }}
{{ ""<BEGIN CONVERSATION>\n"" }}

{%- for message in messages -%}
    {%- if (message['role'] == 'user') != (loop.index0 % 2 == 0) -%}
        {{ raise_exception('Conversation roles must alternate user/assistant/user/assistant/...') }}
    {%- endif -%}

    {%- set content = message['content'] -%}

    {%- if message['role'] == 'user' -%}
        {%- set role = 'User' -%}
    {%- elif message['role'] == 'assistant' -%}
        {%- set role = 'Agent' -%}
    {%- endif -%}

    {#— #1 Accumulate all images for this message —#}
    {%- set ns = namespace(img_tokens='') -%}
    {%- for img in message.content | selectattr('type', 'equalto', 'image') -%}
        {%- set ns.img_tokens = ns.img_tokens + '<|image|>' -%}
    {%- endfor -%}

    {#— #2 Then emit all text —#}
    {%- for txt in message.content | selectattr('type','equalto','text') -%}
        {{ role + ': ' }}{{ ns.img_tokens }}{{ txt.text | trim }}\n\n

        {#— clear the buffer so only first text prints images —#}
        {%- if loop.first -%}
            {%- set ns.img_tokens = '' -%}
        {%- endif -%}
    {%- endfor -%}
{%- endfor -%}

{{ ""<END CONVERSATION>\n"" }}
{{ ""Provide your safety assessment for ONLY THE LAST "" + role + "" message in the above conversation:"" }}
{{ "" - First line must read 'safe' or 'unsafe'."" }}
{{ "" - If unsafe, a second line must include a comma-separated list of violated categories. <|eot|><|header_start|>assistant<|header_end|>"" }}",<|eot|>,<|begin_of_text|>,<|eot|>,,0.2,0.2,,
togethercomputer/Refuel-Llm-V2,model,1747260038,chat,No,Refuel LLM V2,Refuel AI,https://huggingface.co/api/models/togethercomputer/refuel-llm-v2,16384,,</s>,<s>,</s>,,0.6,0.6,,
meta-llama/Meta-Llama-3-8B-Instruct-Lite,model,,chat,No,Meta Llama 3 8B Instruct Lite,Meta,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,8192,"{% set loop_messages = messages %}{% for message in loop_messages %}{% set content = '<|start_header_id|>' + message['role'] + '<|end_header_id|>

'+ message['content'] | trim + '<|eot_id|>' %}{% if loop.index0 == 0 %}{% set content = bos_token + content %}{% endif %}{{ content }}{% endfor %}{% if add_generation_prompt %}{{ '<|start_header_id|>assistant<|end_header_id|>

' }}{% endif %}",<|eot_id|>,<|begin_of_text|>,<|end_of_text|>,,0.1,0.1,,
intfloat/multilingual-e5-large-instruct,model,1745513588,embedding,No,Multilingual E5 Large Instruct,Intfloat,https://huggingface.co/api/models/intfloat/multilingual-e5-large-instruct,514,,</s>,<s>,</s>,,0.02,0.02,,
meta-llama/Llama-4-Scout-17B-16E-Instruct,model,1743878170,chat,No,Llama 4 Scout Instruct (17Bx16E),Meta,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,1048576,"{{- bos_token }}
{%- if custom_tools is defined and custom_tools%}
    {%- set tools = custom_tools %}
{%- endif %}
{%- if tools is defined and tools %}
    {%- set tool_definition = tool_definition ~ (tools | tojson(indent=4)) %}
{%- else %}
    {%- set tools = none %}
{%- endif %}


{#- This block extracts the system message, so we can slot it into the right place. #}
{%- if messages[0]['role'] == 'system' %}
    {%- set user_provided_system_message = true %}
    {%- if messages[0]['content'] is string %}
        {%- set system_message = messages[0]['content']|trim %}
    {%- else %}
        {%- set system_message = messages[0]['content'][0]['text']|trim %}
    {%- endif %}
    {%- set messages = messages[1:] %}
{%- else %}
    {%- if tools is not none  %}
        {#- Since not system_message was provided by user, if tool is provided, system_message is now default tool system message #}
        {#- This system message is from llama website:https://www.llama.com/docs/model-cards-and-prompt-formats/llama4/  #}
        {%- set system_message = ""You are a helpful assistant and an expert in function composition. You can answer general questions using your internal knowledge OR invoke functions when necessary. Follow these strict guidelines:\n\n1. FUNCTION CALLS:\n- ONLY use functions that are EXPLICITLY listed in the function list below\n- If NO functions are listed (empty function list []), respond ONLY with internal knowledge or \""I don't have access to [Unavailable service] information\""\n- If a function is not in the list, respond ONLY with internal knowledge or \""I don't have access to [Unavailable service] information\""\n- If ALL required parameters are present AND the query EXACTLY matches a listed function's purpose: output ONLY the function call(s)\n- Use exact format: [\n  {\n    \""name\"": \""<tool_name_foo>\"",\n    \""parameters\"": {\n      \""<param1_name>\"": \""<param1_value>\"",\n      \""<param2_name>\"": \""<param2_value>\""\n    }\n  }\n]\nExamples:\nCORRECT: [\n  {\n    \""name\"": \""get_weather\"",\n    \""parameters\"": {\n      \""location\"": \""Vancouver\""\n    }\n  },\n  {\n    \""name\"": \""calculate_route\"",\n    \""parameters\"": {\n      \""start\"": \""Boston\"",\n      \""end\"": \""New York\""\n    }\n  }\n] <- Only if get_weather and calculate_route are in function list\n\nINCORRECT: [\n  {\n    \""name\"": \""population_projections\"",\n    \""parameters\"": {\n      \""country\"": \""United States\"",\n      \""years\"": 20\n    }\n  }\n]}] <- Bad json format\nINCORRECT: Let me check the weather: [\n  {\n    \""name\"": \""get_weather\"",\n    \""parameters\"": {\n      \""location\"": \""Vancouver\""\n    }\n  }]\nINCORRECT: [\n  {\n    \""name\"": \""get_events\"",\n    \""parameters\"": {\n      \""location\"": \""Singapore\""\n    }\n  }] <- If function not in list\n\n2. RESPONSE RULES:\n- For pure function requests matching a listed function: ONLY output the function call(s)\n- For knowledge questions: ONLY output text\n- For missing parameters: ONLY request the specific missing parameters\n- For unavailable services (not in function list): output ONLY with internal knowledge or \""I don't have access to [Unavailable service] information\"". Do NOT execute a function call.\n- If the query asks for information beyond what a listed function provides: output ONLY with internal knowledge about your limitations\n- NEVER combine text and function calls in the same response\n- NEVER suggest alternative functions when the requested service is unavailable\n- NEVER create or invent new functions not listed below\n\n3. STRICT BOUNDARIES:\n- ONLY use functions from the list below - no exceptions\n- NEVER use a function as an alternative to unavailable information\n- NEVER call functions not present in the function list\n- NEVER add explanatory text to function calls\n- NEVER respond with empty brackets\n- Use proper Python/JSON syntax for function calls\n- Check the function list carefully before responding\n\n4. TOOL RESPONSE HANDLING:\n- When receiving tool responses: provide concise, natural language responses\n- Don't repeat tool response verbatim\n- Don't add supplementary information\n\nHere is a list of functions in JSON format that you can invoke:\n"" %}
    {%- else %}
        {%- set system_message = """" %}
    {%- endif %}
{%- endif %}
{#- Now writing the system message: use the user provided system message if user_provided_system_message, else default tool system message if tools presented #}
{%- if system_message %}
    {#- always use user provided system message to override default tool system message #}
    {{- ""<|header_start|>system<|header_end|>\n\n"" }}
    {{- system_message }}
    {%- if user_provided_system_message and tools %}
        {{- ""\nHere is a list of functions in JSON format that you can invoke. Use exact format: [func_name1(param1=value1, param2=value2), func_name2(...)]\n"" }}
        {{- tool_definition -}}
        {%- elif tool_definition %}
        {{- tool_definition -}}
    {%- endif %}
    {{- ""<|eot|>"" }}
{%- endif %}

{#- Now deal with all other messages #}
{%- for message in messages %}
    {#- Base case: messages that are not from tool role and has empty tool_call list  #}
    {%- if not (message.role == 'ipython' or message.role == 'tool' or ('tool_calls' in message and  message.tool_calls|length != 0 )) %}
        {{- '<|header_start|>' + message['role'] + '<|header_end|>\n\n' }}
        {%- if message['content'] is string %}
            {{- message['content'] }}
        {%- else %}
            {%- for content in message['content'] %}
                {%- if content['type'] == 'image' %}
                    {{- '<|image|>' }}
                {%- elif content['type'] == 'text' %}
                    {{- content['text'] | trim }}
                {%- endif %}
            {%- endfor %}
        {%- endif %}
    {{- ""<|eot|>"" }}
    {#- Tool case: messages has non-empty tool_call list, must from assistant #}
    {%- elif 'tool_calls' in message %}
        {#- assume tool_calls are always coming from assistant #}
        {%- if message.role == 'assistant' %}
            {{- '<|header_start|>assistant<|header_end|>\n\n' -}}
        {%- if message['content'] is string %}
            {{- message['content'] }}
        {%- else %}
            {%- for content in message['content'] %}
                {%- if content['type'] == 'image' %}
                    {{- '<|image|>' }}
                {%- elif content['type'] == 'text' %}
                    {{- content['text'] }}
                {%- endif %}
            {%- endfor %}
        {%- endif %}
            {{- ""["" }}
        {%- for tool_call in message.tool_calls %}
            {%- if tool_call.function is defined %}
                {%- set tool_call = tool_call.function %}
            {%- endif %}
                {{-  tool_call.name + '(' -}}
            {%- for param, needed in tool_call.arguments %}
                {{- param + '=""' -}}
                {{- ""%s"" | format(tool_call.arguments[param]) -}}
                {{- '""' -}}
                {% if not loop.last %}, {% endif %}
            {%- endfor %}
            {{- ')' -}}
            {% if not loop.last %}, {% endif %}
        {%- endfor %}
        {{- ""]<|eot|>"" }}
{%- endif %}
{#- Tool_response case: messages are from tool_response  #}
    {%- elif message.role == ""tool"" or message.role == ""ipython"" %}
        {{- ""<|header_start|>ipython<|header_end|>\n\n"" }}
        {%- if message.content is string %}
            {{-  message.content  | tojson }}
        {%- else %}
            {%- for content in message['content']  %}
                {%- if content['type']  == 'text' %}
                    {{-  content['text'] | tojson }}
                {%- endif %}
            {%- endfor %}
        {%- endif %}
        {{- ""<|eot|>"" }}
    {%- endif %}
{%- endfor %}
{%- if add_generation_prompt %}
    {{- '<|header_start|>assistant<|header_end|>\n\n' }}
{%- endif %}",<|eot|>; <|eom|>,<|begin_of_text|>,<|eot|>,,0.18000000000000002,0.5900000000000001,,
black-forest-labs/FLUX.1-kontext-max,model,,image,No,FLUX.1 Kontext [max],Black Forest Labs,,,,,,,,,,,
